<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
19930922,20381.00,20381.00,20112.00,20175.00,0
19930924,20226.00,20325.00,20226.00,20308.00,0
19930927,20316.00,20384.00,20000.00,20094.00,0
19930928,20129.00,20299.00,20129.00,20173.00,0
19930929,20157.00,20157.00,19928.00,20077.00,0
19930930,20098.00,20158.00,20032.00,20106.00,0
19931001,20097.00,20328.00,20056.00,20283.00,0
19931004,20262.00,20284.00,20151.00,20264.00,0
19931005,20312.00,20410.00,20238.00,20322.00,0
19931006,20333.00,20530.00,20313.00,20500.00,0
19931007,20490.00,20494.00,20263.00,20266.00,0
19931008,20242.00,20405.00,20180.00,20379.00,0
19931012,20376.00,20376.00,20117.00,20137.00,0
19931013,20135.00,20167.00,19998.00,20038.00,0
19931014,20016.00,20097.00,19912.00,20083.00,0
19931015,20107.00,20339.00,20097.00,20174.00,0
19931018,20209.00,20266.00,20072.00,20072.00,0
19931019,20089.00,20204.00,20042.00,20070.00,0
19931020,20054.00,20222.00,20054.00,20173.00,0
19931021,20202.00,20220.00,20109.00,20179.00,0
19931022,20224.00,20378.00,20224.00,20265.00,0
19931025,20342.00,20474.00,20272.00,20309.00,0
19931026,20300.00,20345.00,20020.00,20024.00,0
19931027,20013.00,20013.00,19687.00,19839.00,0
19931028,19837.00,19863.00,19444.00,19479.00,0
19931029,19556.00,19744.00,19501.00,19703.00,0
19931101,19657.00,19657.00,19375.00,19438.00,0
19931102,19437.00,19549.00,19342.00,19381.00,0
19931104,19374.00,19433.00,18950.00,18950.00,0
19931105,18942.00,18942.00,18470.00,18590.00,0
19931108,18604.00,18672.00,18381.00,18625.00,0
19931109,18638.00,18662.00,18049.00,18126.00,0
19931110,18149.00,18228.00,17818.00,18122.00,0
19931111,18157.00,18329.00,18076.00,18159.00,0
19931112,18136.00,18592.00,18104.00,18494.00,0
19931115,18489.00,18507.00,17952.00,18075.00,0
19931116,18031.00,18467.00,17878.00,18246.00,0
19931117,18232.00,18344.00,18031.00,18109.00,0
19931118,18155.00,18337.00,18118.00,18166.00,0
19931119,18168.00,18338.00,17941.00,17941.00,0
19931122,17906.00,17906.00,17255.00,17385.00,0
19931124,17351.00,17545.00,16994.00,17067.00,0
19931125,17120.00,17410.00,17003.00,17223.00,0
19931126,17252.00,17352.00,16676.00,16726.00,0
19931129,16689.00,16689.00,15672.00,16079.00,0
19931130,16113.00,16505.00,16004.00,16407.00,0
19931201,16450.00,17168.00,16430.00,17125.00,0
19931202,17163.00,17887.00,17074.00,17459.00,0
19931203,17409.00,17469.00,17177.00,17459.00,0
19931206,17425.00,17425.00,16783.00,16840.00,0
19931207,16830.00,17129.00,16791.00,16903.00,0
19931208,16889.00,16893.00,16217.00,16508.00,0
19931209,16545.00,17089.00,16545.00,17062.00,0
19931210,17054.00,17535.00,16787.00,17257.00,0
19931213,17247.00,17563.00,17124.00,17327.00,0
19931214,17347.00,17416.00,17263.00,17309.00,0
19931215,17250.00,17536.00,17170.00,17489.00,0
19931216,17514.00,17912.00,17514.00,17789.00,0
19931217,17843.00,18052.00,17724.00,18052.00,0
19931220,18026.00,18026.00,17383.00,17404.00,0
19931221,17419.00,17484.00,17158.00,17315.00,0
19931222,17352.00,17453.00,17296.00,17446.00,0
19931224,17430.00,17435.00,17037.00,17141.00,0
19931227,17082.00,17082.00,16634.00,16820.00,0
19931228,16854.00,17148.00,16854.00,17131.00,0
19931229,17150.00,17342.00,17036.00,17272.00,0
19931230,17309.00,17417.00,17309.00,17417.00,0
19940104,17422.00,17425.00,17242.00,17370.00,0
19940105,17377.00,17793.00,17377.00,17783.00,0
19940106,17865.00,18028.00,17793.00,17882.00,0
19940107,17843.00,18131.00,17787.00,18124.00,0
19940110,18187.00,18567.00,18187.00,18443.00,0
19940111,18482.00,18672.00,18373.00,18485.00,0
19940112,18447.00,18807.00,18302.00,18794.00,0
19940113,18770.00,18823.00,18549.00,18577.00,0
19940114,18623.00,19044.00,18473.00,18974.00,0
19940117,18912.00,18912.00,18646.00,18725.00,0
19940118,18704.00,18810.00,18515.00,18515.00,0
19940119,18516.00,19119.00,18516.00,19039.00,0
19940120,19124.00,19342.00,19026.00,19184.00,0
19940121,19187.00,19338.00,19066.00,19307.00,0
19940124,19294.00,19294.00,18320.00,18353.00,0
19940125,18427.00,18662.00,18427.00,18648.00,0
19940126,18696.00,19156.00,18691.00,19138.00,0
19940127,19130.00,19325.00,18812.00,18892.00,0
19940128,18870.00,19705.00,18657.00,18758.00,0
19940131,18791.00,20229.00,18791.00,20229.00,0
19940201,20256.00,20510.00,20237.00,20416.00,0
19940202,20393.00,20399.00,20099.00,20250.00,0
19940203,20293.00,20433.00,19935.00,20175.00,0
19940204,20151.00,20301.00,20035.00,20301.00,0
19940207,20255.00,20255.00,20012.00,20014.00,0
19940208,20081.00,20526.00,20081.00,20251.00,0
19940209,20236.00,20236.00,19651.00,19841.00,0
19940210,19880.00,20007.00,19787.00,19990.00,0
19940214,19939.00,19939.00,19368.00,19459.00,0
19940215,19406.00,19406.00,18769.00,18975.00,0
19940216,19033.00,19267.00,19032.00,19052.00,0
19940217,19026.00,19027.00,18801.00,18931.00,0
19940218,18993.00,19078.00,18873.00,18960.00,0
19940221,18909.00,19415.00,18827.00,19394.00,0
19940222,19423.00,19562.00,19327.00,19343.00,0
19940223,19401.00,19467.00,19324.00,19342.00,0
19940224,19389.00,19792.00,19389.00,19765.00,0
19940225,19680.00,19891.00,19580.00,19803.00,0
19940228,19849.00,20117.00,19849.00,19997.00,0
19940301,20053.00,20241.00,20053.00,20217.00,0
19940302,20159.00,20159.00,19724.00,19745.00,0
19940303,19760.00,19772.00,19532.00,19606.00,0
19940304,19636.00,20052.00,19628.00,19967.00,0
19940307,19979.00,20279.00,19769.00,19812.00,0
19940308,19826.00,20091.00,19826.00,19898.00,0
19940309,19869.00,19894.00,19666.00,19839.00,0
19940310,19881.00,20114.00,19881.00,20091.00,0
19940311,20110.00,20256.00,20017.00,20115.00,0
19940314,20158.00,20581.00,20158.00,20526.00,0
19940315,20551.00,20765.00,20459.00,20509.00,0
19940316,20518.00,20782.00,20518.00,20678.00,0
19940317,20693.00,20693.00,20449.00,20592.00,0
19940318,20624.00,20656.00,20440.00,20469.00,0
19940322,20459.00,20459.00,20202.00,20254.00,0
19940323,20276.00,20322.00,19938.00,19962.00,0
19940324,19970.00,20076.00,19870.00,20038.00,0
19940325,19973.00,19973.00,19772.00,19836.00,0
19940328,19820.00,20063.00,19726.00,19942.00,0
19940329,19934.00,19969.00,19653.00,19710.00,0
19940330,19641.00,19641.00,19289.00,19560.00,0
19940331,19500.00,19547.00,19083.00,19112.00,0
19940401,19162.00,19378.00,19162.00,19277.00,0
19940404,19233.00,19233.00,18896.00,19122.00,0
19940405,19184.00,19580.00,19184.00,19563.00,0
19940406,19636.00,19878.00,19636.00,19697.00,0
19940407,19676.00,19946.00,19588.00,19891.00,0
19940408,19909.00,19973.00,19521.00,19935.00,0
19940411,19949.00,19999.00,19867.00,19898.00,0
19940412,19885.00,19885.00,19648.00,19648.00,0
19940413,19682.00,20103.00,19672.00,20060.00,0
19940414,20052.00,20169.00,19848.00,19987.00,0
19940415,20050.00,20282.00,20050.00,20165.00,0
19940418,20222.00,20495.00,20222.00,20277.00,0
19940419,20243.00,20301.00,20119.00,20192.00,0
19940420,20203.00,20223.00,19850.00,19882.00,0
19940421,19905.00,19935.00,19794.00,19799.00,0
19940422,19881.00,20072.00,19833.00,19964.00,0
19940425,19921.00,19921.00,19628.00,19709.00,0
19940426,19718.00,19718.00,19512.00,19629.00,0
19940427,19634.00,19814.00,19613.00,19729.00,0
19940428,19724.00,19763.00,19645.00,19725.00,0
19940502,19649.00,19649.00,19489.00,19570.00,0
19940506,19621.00,19908.00,19621.00,19862.00,0
19940509,19821.00,19821.00,19721.00,19787.00,0
19940510,19765.00,19963.00,19753.00,19918.00,0
19940511,20001.00,20220.00,20001.00,20150.00,0
19940512,20139.00,20260.00,20119.00,20224.00,0
19940513,20251.00,20360.00,20221.00,20271.00,0
19940516,20318.00,20398.00,20174.00,20188.00,0
19940517,20159.00,20175.00,20067.00,20134.00,0
19940518,20192.00,20286.00,19966.00,20153.00,0
19940519,20131.00,20302.00,20034.00,20221.00,0
19940520,20255.00,20438.00,20255.00,20342.00,0
19940523,20386.00,20575.00,20328.00,20569.00,0
19940524,20539.00,20749.00,20501.00,20622.00,0
19940525,20633.00,20701.00,20510.00,20664.00,0
19940526,20632.00,20690.00,20489.00,20496.00,0
19940527,20519.00,20825.00,20510.00,20777.00,0
19940530,20836.00,20932.00,20817.00,20839.00,0
19940531,20857.00,21049.00,20857.00,20974.00,0
19940601,20989.00,21091.00,20896.00,21053.00,0
19940602,21074.00,21199.00,20966.00,21009.00,0
19940603,20934.00,20954.00,20802.00,20954.00,0
19940606,20955.00,20955.00,20708.00,20727.00,0
19940607,20735.00,21054.00,20735.00,21043.00,0
19940608,21002.00,21274.00,20930.00,21262.00,0
19940609,21280.00,21455.00,21264.00,21403.00,0
19940610,21401.00,21560.00,21355.00,21395.00,0
19940613,21378.00,21573.00,21272.00,21553.00,0
19940614,21496.00,21496.00,21304.00,21354.00,0
19940615,21413.00,21497.00,21235.00,21283.00,0
19940616,21275.00,21390.00,21274.00,21367.00,0
19940617,21399.00,21572.00,21399.00,21503.00,0
19940620,21516.00,21516.00,21126.00,21152.00,0
19940621,21076.00,21076.00,20759.00,20813.00,0
19940622,20743.00,20743.00,20371.00,20581.00,0
19940623,20637.00,21068.00,20637.00,21040.00,0
19940624,20998.00,20998.00,20755.00,20767.00,0
19940627,20645.00,20645.00,20169.00,20301.00,0
19940628,20356.00,20733.00,20356.00,20639.00,0
19940629,20599.00,20599.00,20420.00,20481.00,0
19940630,20418.00,20684.00,20246.00,20644.00,0
19940701,20618.00,20618.00,20275.00,20543.00,0
19940704,20599.00,20703.00,20573.00,20632.00,0
19940705,20650.00,20908.00,20650.00,20834.00,0
19940706,20847.00,20879.00,20627.00,20629.00,0
19940707,20666.00,20724.00,20594.00,20620.00,0
19940708,20642.00,20692.00,20440.00,20526.00,0
19940711,20468.00,20535.00,20369.00,20473.00,0
19940712,20412.00,20419.00,20294.00,20400.00,0
19940713,20395.00,20559.00,20369.00,20540.00,0
19940714,20565.00,20780.00,20565.00,20718.00,0
19940715,20775.00,20878.00,20718.00,20770.00,0
19940718,20743.00,20816.00,20688.00,20718.00,0
19940719,20754.00,20852.00,20736.00,20775.00,0
19940720,20817.00,20872.00,20737.00,20781.00,0
19940721,20768.00,20768.00,20609.00,20663.00,0
19940722,20649.00,20674.00,20427.00,20463.00,0
19940725,20427.00,20427.00,20224.00,20298.00,0
19940726,20292.00,20391.00,20242.00,20345.00,0
19940727,20333.00,20333.00,20104.00,20137.00,0
19940728,20150.00,20263.00,19994.00,20248.00,0
19940729,20320.00,20517.00,20318.00,20449.00,0
19940801,20422.00,20424.00,20271.00,20271.00,0
19940802,20339.00,20662.00,20339.00,20660.00,0
19940803,20665.00,20729.00,20592.00,20633.00,0
19940804,20611.00,20701.00,20565.00,20677.00,0
19940805,20655.00,20681.00,20467.00,20522.00,0
19940808,20526.00,20639.00,20502.00,20636.00,0
19940809,20706.00,20775.00,20583.00,20590.00,0
19940810,20597.00,20770.00,20585.00,20770.00,0
19940811,20770.00,20845.00,20690.00,20821.00,0
19940812,20825.00,20825.00,20643.00,20664.00,0
19940815,20648.00,20747.00,20626.00,20626.00,0
19940816,20657.00,20842.00,20657.00,20786.00,0
19940817,20829.00,20876.00,20792.00,20825.00,0
19940818,20831.00,20863.00,20772.00,20863.00,0
19940819,20803.00,20803.00,20501.00,20513.00,0
19940822,20536.00,20538.00,20380.00,20394.00,0
19940823,20369.00,20503.00,20317.00,20381.00,0
19940824,20347.00,20512.00,20312.00,20512.00,0
19940825,20537.00,20603.00,20443.00,20443.00,0
19940826,20458.00,20554.00,20416.00,20471.00,0
19940829,20519.00,20723.00,20519.00,20600.00,0
19940830,20592.00,20630.00,20504.00,20592.00,0
19940831,20595.00,20629.00,20534.00,20629.00,0
19940901,20634.00,20701.00,20618.00,20643.00,0
19940902,20648.00,20676.00,20616.00,20658.00,0
19940905,20645.00,20645.00,20396.00,20409.00,0
19940906,20408.00,20530.00,20331.00,20394.00,0
19940907,20364.00,20364.00,20024.00,20024.00,0
19940908,20043.00,20108.00,19918.00,19918.00,0
19940909,19967.00,20151.00,19853.00,19898.00,0
19940912,19918.00,19973.00,19883.00,19917.00,0
19940913,19926.00,20097.00,19826.00,20046.00,0
19940914,20024.00,20041.00,19906.00,19919.00,0
19940916,19948.00,19973.00,19795.00,19796.00,0
19940919,19794.00,19794.00,19543.00,19554.00,0
19940920,19602.00,19842.00,19602.00,19837.00,0
19940921,19789.00,19962.00,19691.00,19885.00,0
19940922,19908.00,19908.00,19760.00,19834.00,0
19940926,19827.00,19922.00,19780.00,19814.00,0
19940927,19807.00,19822.00,19414.00,19469.00,0
19940928,19502.00,19614.00,19444.00,19508.00,0
19940929,19559.00,19732.00,19559.00,19615.00,0
19940930,19648.00,19719.00,19520.00,19564.00,0
19941003,19580.00,19673.00,19571.00,19650.00,0
19941004,19650.00,19652.00,19526.00,19569.00,0
19941005,19536.00,19753.00,19488.00,19752.00,0
19941006,19727.00,19745.00,19645.00,19655.00,0
19941007,19690.00,19754.00,19690.00,19745.00,0
19941011,19790.00,19895.00,19790.00,19821.00,0
19941012,19861.00,20115.00,19847.00,20090.00,0
19941013,20085.00,20177.00,20043.00,20149.00,0
19941014,20107.00,20107.00,19964.00,19969.00,0
19941017,19974.00,20055.00,19908.00,19958.00,0
19941018,19965.00,20021.00,19947.00,19992.00,0
19941019,20013.00,20023.00,19863.00,19869.00,0
19941020,19875.00,19992.00,19875.00,19992.00,0
19941021,19934.00,19934.00,19785.00,19899.00,0
19941024,19909.00,19953.00,19831.00,19852.00,0
19941025,19832.00,19832.00,19732.00,19732.00,0
19941026,19732.00,19771.00,19706.00,19746.00,0
19941027,19742.00,19920.00,19724.00,19796.00,0
19941028,19832.00,19904.00,19726.00,19805.00,0
19941031,19855.00,20000.00,19855.00,19990.00,0
19941101,19929.00,19929.00,19837.00,19916.00,0
19941102,19892.00,19892.00,19714.00,19751.00,0
19941104,19800.00,19873.00,19769.00,19812.00,0
19941107,19755.00,19755.00,19594.00,19619.00,0
19941108,19637.00,19638.00,19544.00,19610.00,0
19941109,19570.00,19654.00,19331.00,19424.00,0
19941110,19454.00,19457.00,19238.00,19265.00,0
19941111,19286.00,19288.00,19132.00,19284.00,0
19941114,19246.00,19299.00,19116.00,19261.00,0
19941115,19315.00,19433.00,19315.00,19392.00,0
19941116,19399.00,19444.00,19252.00,19307.00,0
19941117,19299.00,19373.00,19277.00,19337.00,0
19941118,19330.00,19332.00,19199.00,19303.00,0
19941121,19310.00,19315.00,19122.00,19122.00,0
19941122,19052.00,19052.00,18905.00,18963.00,0
19941124,18877.00,18877.00,18689.00,18701.00,0
19941125,18742.00,18847.00,18666.00,18667.00,0
19941128,18728.00,18811.00,18728.00,18811.00,0
19941129,18826.00,18929.00,18826.00,18926.00,0
19941130,18944.00,19134.00,18944.00,19076.00,0
19941201,19061.00,19111.00,18962.00,19014.00,0
19941202,18982.00,19080.00,18947.00,18998.00,0
19941205,19067.00,19306.00,19067.00,19306.00,0
19941206,19316.00,19342.00,19243.00,19340.00,0
19941207,19306.00,19306.00,19139.00,19174.00,0
19941208,19174.00,19288.00,19135.00,19180.00,0
19941209,19194.00,19240.00,18972.00,18978.00,0
19941212,19008.00,19072.00,18959.00,18975.00,0
19941213,18997.00,19017.00,18823.00,18875.00,0
19941214,18888.00,18958.00,18887.00,18931.00,0
19941215,18964.00,19178.00,18964.00,19121.00,0
19941216,19131.00,19163.00,19012.00,19163.00,0
19941219,19160.00,19336.00,19160.00,19271.00,0
19941220,19263.00,19418.00,19194.00,19407.00,0
19941221,19396.00,19455.00,19277.00,19341.00,0
19941222,19401.00,19634.00,19401.00,19634.00,0
19941226,19646.00,19727.00,19600.00,19727.00,0
19941227,19704.00,19801.00,19628.00,19711.00,0
19941228,19745.00,19814.00,19599.00,19666.00,0
19941229,19610.00,19764.00,19509.00,19753.00,0
19941230,19718.00,19833.00,19679.00,19723.00,0
19950104,19725.00,19725.00,19641.00,19684.00,0
19950105,19698.00,19718.00,19518.00,19616.00,0
19950106,19586.00,19586.00,19417.00,19519.00,0
19950109,19502.00,19524.00,19434.00,19445.00,0
19950110,19415.00,19544.00,19369.00,19501.00,0
19950111,19518.00,19603.00,19480.00,19548.00,0
19950112,19536.00,19547.00,19344.00,19410.00,0
19950113,19408.00,19408.00,19265.00,19331.00,0
19950117,19322.00,19362.00,19088.00,19241.00,0
19950118,19232.00,19321.00,19201.00,19223.00,0
19950119,19218.00,19298.00,18978.00,19076.00,0
19950120,19034.00,19034.00,18754.00,18840.00,0
19950123,18807.00,18818.00,17779.00,17785.00,0
19950124,17807.00,18139.00,17699.00,18061.00,0
19950125,18096.00,18413.00,18096.00,18159.00,0
19950126,18168.00,18407.00,18017.00,18071.00,0
19950127,18091.00,18257.00,17938.00,18104.00,0
19950130,18137.00,18819.00,18137.00,18753.00,0
19950131,18790.00,18855.00,18583.00,18650.00,0
19950201,18647.00,18869.00,18610.00,18739.00,0
19950202,18720.00,18720.00,18521.00,18604.00,0
19950203,18607.00,18646.00,18437.00,18539.00,0
19950206,18585.00,18672.00,18573.00,18667.00,0
19950207,18656.00,18656.00,18500.00,18501.00,0
19950208,18477.00,18477.00,18137.00,18290.00,0
19950209,18265.00,18339.00,18100.00,18100.00,0
19950210,18118.00,18300.00,18011.00,18291.00,0
19950213,18320.00,18428.00,18283.00,18314.00,0
19950214,18277.00,18277.00,18065.00,18138.00,0
19950215,18092.00,18093.00,17906.00,17991.00,0
19950216,17971.00,17971.00,17742.00,17781.00,0
19950217,17732.00,18201.00,17618.00,18021.00,0
19950220,18037.00,18109.00,17921.00,17956.00,0
19950221,17947.00,18195.00,17947.00,18096.00,0
19950222,18118.00,18271.00,18107.00,18107.00,0
19950223,18080.00,18080.00,17553.00,17830.00,0
19950224,17843.00,17850.00,17473.00,17473.00,0
19950227,17465.00,17465.00,16518.00,16809.00,0
19950228,16848.00,17165.00,16848.00,17053.00,0
19950301,17018.00,17018.00,16479.00,16619.00,0
19950302,16656.00,17162.00,16656.00,16963.00,0
19950303,16923.00,17122.00,16792.00,17040.00,0
19950306,16987.00,17134.00,16850.00,17041.00,0
19950307,17060.00,17105.00,16954.00,16955.00,0
19950308,16890.00,16890.00,16538.00,16621.00,0
19950309,16676.00,16839.00,16676.00,16763.00,0
19950310,16742.00,16800.00,16258.00,16358.00,0
19950313,16391.00,16478.00,16081.00,16478.00,0
19950314,16456.00,16456.00,16199.00,16246.00,0
19950315,16233.00,16699.00,16225.00,16667.00,0
19950316,16633.00,16633.00,16309.00,16356.00,0
19950317,16403.00,16488.00,16071.00,16251.00,0
19950320,16217.00,16217.00,15980.00,16130.00,0
19950322,16123.00,16245.00,15902.00,15905.00,0
19950323,15896.00,15927.00,15681.00,15813.00,0
19950324,15805.00,15805.00,15424.00,15750.00,0
19950327,15813.00,16232.00,15813.00,16096.00,0
19950328,16098.00,16682.00,16098.00,16682.00,0
19950329,16704.00,16704.00,16366.00,16461.00,0
19950330,16414.00,16608.00,16327.00,16512.00,0
19950331,16568.00,16848.00,16095.00,16140.00,0
19950403,16080.00,16080.00,15272.00,15381.00,0
19950404,15434.00,15755.00,15256.00,15631.00,0
19950405,15653.00,15902.00,15478.00,15882.00,0
19950406,15852.00,15949.00,15698.00,15816.00,0
19950407,15751.00,15783.00,15635.00,15720.00,0
19950410,15739.00,16212.00,15584.00,16163.00,0
19950411,16205.00,16365.00,16109.00,16269.00,0
19950412,16270.00,16434.00,16234.00,16345.00,0
19950413,16336.00,16564.00,16275.00,16439.00,0
19950414,16406.00,16530.00,16048.00,16048.00,0
19950417,16046.00,16305.00,15893.00,16304.00,0
19950418,16274.00,16323.00,16153.00,16225.00,0
19950419,16181.00,16424.00,15977.00,16376.00,0
19950420,16430.00,16665.00,16430.00,16643.00,0
19950421,16700.00,16968.00,16700.00,16968.00,0
19950424,16944.00,16981.00,16779.00,16804.00,0
19950425,16837.00,17110.00,16837.00,16910.00,0
19950426,16859.00,16932.00,16713.00,16826.00,0
19950427,16902.00,16989.00,16809.00,16884.00,0
19950428,16867.00,16869.00,16740.00,16807.00,0
19950501,16820.00,16839.00,16708.00,16811.00,0
19950502,16820.00,17116.00,16734.00,17089.00,0
19950508,17111.00,17190.00,17072.00,17104.00,0
19950509,17121.00,17167.00,16937.00,16958.00,0
19950510,16908.00,16956.00,16800.00,16826.00,0
19950511,16843.00,16873.00,16462.00,16462.00,0
19950512,16506.00,16684.00,16387.00,16421.00,0
19950515,16457.00,16636.00,16363.00,16610.00,0
19950516,16606.00,16606.00,16385.00,16389.00,0
19950517,16403.00,16516.00,16359.00,16471.00,0
19950518,16501.00,16527.00,16205.00,16313.00,0
19950519,16267.00,16267.00,16043.00,16141.00,0
19950522,16102.00,16102.00,15712.00,15789.00,0
19950523,15793.00,15916.00,15744.00,15916.00,0
19950524,15885.00,16006.00,15808.00,15971.00,0
19950525,16009.00,16033.00,15559.00,15579.00,0
19950526,15540.00,15713.00,15406.00,15694.00,0
19950529,15608.00,15608.00,15420.00,15574.00,0
19950530,15573.00,15824.00,15573.00,15763.00,0
19950531,15746.00,15746.00,15292.00,15437.00,0
19950601,15481.00,15648.00,15420.00,15595.00,0
19950602,15626.00,16016.00,15626.00,15849.00,0
19950605,15854.00,15921.00,15740.00,15897.00,0
19950606,15875.00,15923.00,15608.00,15661.00,0
19950607,15643.00,15734.00,15557.00,15680.00,0
19950608,15630.00,15630.00,15356.00,15442.00,0
19950609,15415.00,15415.00,14978.00,15044.00,0
19950612,15030.00,15030.00,14742.00,14813.00,0
19950613,14818.00,14932.00,14582.00,14600.00,0
19950614,14624.00,14801.00,14624.00,14660.00,0
19950615,14667.00,14867.00,14376.00,14867.00,0
19950616,14931.00,15021.00,14656.00,14703.00,0
19950619,14705.00,14849.00,14700.00,14700.00,0
19950620,14770.00,14866.00,14528.00,14666.00,0
19950621,14685.00,14983.00,14665.00,14951.00,0
19950622,14940.00,14954.00,14793.00,14926.00,0
19950623,14987.00,15265.00,14987.00,15265.00,0
19950626,15320.00,15378.00,15145.00,15145.00,0
19950627,15155.00,15163.00,14745.00,14759.00,0
19950628,14708.00,14755.00,14537.00,14618.00,0
19950629,14678.00,14905.00,14445.00,14507.00,0
19950630,14511.00,14624.00,14452.00,14517.00,0
19950703,14519.00,14519.00,14296.00,14485.00,0
19950704,14498.00,14769.00,14472.00,14756.00,0
19950705,14759.00,14888.00,14675.00,14830.00,0
19950706,14872.00,15257.00,14760.00,15257.00,0
19950707,15309.00,16389.00,15309.00,16213.00,0
19950710,16285.00,16703.00,16243.00,16243.00,0
19950711,16217.00,16589.00,15955.00,16588.00,0
19950712,16603.00,16834.00,16512.00,16606.00,0
19950713,16632.00,16769.00,16436.00,16506.00,0
19950714,16534.00,16591.00,16425.00,16518.00,0
19950717,16574.00,16942.00,16574.00,16842.00,0
19950718,16890.00,17018.00,16574.00,16574.00,0
19950719,16518.00,16518.00,16240.00,16422.00,0
19950720,16365.00,16453.00,16182.00,16453.00,0
19950721,16509.00,16613.00,16482.00,16589.00,0
19950724,16611.00,16644.00,16374.00,16592.00,0
19950725,16572.00,16572.00,16148.00,16148.00,0
19950726,16165.00,16387.00,16158.00,16387.00,0
19950727,16367.00,16695.00,16308.00,16625.00,0
19950728,16612.00,16726.00,16434.00,16649.00,0
19950731,16652.00,16919.00,16594.00,16678.00,0
19950801,16645.00,16645.00,16325.00,16359.00,0
19950802,16319.00,16796.00,16274.00,16721.00,0
19950803,16799.00,17160.00,16799.00,16894.00,0
19950804,16881.00,16956.00,16642.00,16741.00,0
19950807,16805.00,16873.00,16507.00,16615.00,0
19950808,16645.00,16854.00,16512.00,16839.00,0
19950809,16833.00,16931.00,16714.00,16789.00,0
19950810,16771.00,16788.00,16546.00,16729.00,0
19950811,16757.00,16856.00,16701.00,16792.00,0
19950814,16819.00,17004.00,16819.00,16917.00,0
19950815,16915.00,17453.00,16869.00,17453.00,0
19950816,17522.00,18300.00,17522.00,18159.00,0
19950817,18116.00,18268.00,18020.00,18150.00,0
19950818,18095.00,18095.00,17913.00,18032.00,0
19950821,18000.00,18000.00,17723.00,17871.00,0
19950822,17858.00,18029.00,17818.00,17878.00,0
19950823,17874.00,17933.00,17666.00,17732.00,0
19950824,17700.00,17945.00,17600.00,17922.00,0
19950825,17920.00,17920.00,17689.00,17771.00,0
19950828,17742.00,17897.00,17581.00,17847.00,0
19950829,17892.00,18185.00,17825.00,18135.00,0
19950830,18171.00,18242.00,17956.00,17984.00,0
19950831,17972.00,18160.00,17894.00,18117.00,0
19950901,18053.00,18153.00,17909.00,18121.00,0
19950904,18116.00,18116.00,17638.00,17749.00,0
19950905,17731.00,17844.00,17503.00,17794.00,0
19950906,17807.00,17899.00,17620.00,17620.00,0
19950907,17656.00,17714.00,17512.00,17621.00,0
19950908,17643.00,18501.00,17643.00,18280.00,0
19950911,18271.00,18570.00,18195.00,18486.00,0
19950912,18527.00,18674.00,18442.00,18472.00,0
19950913,18470.00,18654.00,18421.00,18614.00,0
19950914,18680.00,18791.00,18604.00,18759.00,0
19950918,18781.00,18848.00,18319.00,18319.00,0
19950919,18275.00,18481.00,18230.00,18474.00,0
19950920,18561.00,18639.00,18142.00,18199.00,0
19950921,18143.00,18143.00,17949.00,18035.00,0
19950922,17958.00,17958.00,17666.00,17714.00,0
19950925,17734.00,17855.00,17566.00,17566.00,0
19950926,17595.00,17922.00,17595.00,17922.00,0
19950927,17928.00,18262.00,17765.00,18262.00,0
19950928,18219.00,18295.00,18023.00,18023.00,0
19950929,18046.00,18139.00,17883.00,17913.00,0
19951002,17921.00,17950.00,17684.00,17740.00,0
19951003,17770.00,18160.00,17737.00,18143.00,0
19951004,18167.00,18347.00,18056.00,18145.00,0
19951005,18143.00,18267.00,18101.00,18220.00,0
19951006,18201.00,18547.00,18183.00,18506.00,0
19951009,18504.00,18504.00,18169.00,18176.00,0
19951011,18156.00,18156.00,17891.00,17891.00,0
19951012,17909.00,18052.00,17841.00,17971.00,0
19951013,17924.00,17976.00,17777.00,17881.00,0
19951016,17915.00,18141.00,17915.00,18016.00,0
19951017,18006.00,18072.00,17841.00,17917.00,0
19951018,17911.00,17918.00,17746.00,17896.00,0
19951019,17908.00,18050.00,17908.00,17955.00,0
19951020,17985.00,18219.00,17973.00,18157.00,0
19951023,18122.00,18173.00,18025.00,18156.00,0
19951024,18122.00,18261.00,18014.00,18014.00,0
19951025,18017.00,18049.00,17945.00,17971.00,0
19951026,17971.00,17976.00,17682.00,17727.00,0
19951027,17699.00,17699.00,17337.00,17337.00,0
19951030,17380.00,17516.00,17365.00,17509.00,0
19951031,17502.00,17684.00,17358.00,17655.00,0
19951101,17623.00,17623.00,17409.00,17474.00,0
19951102,17533.00,18040.00,17533.00,18029.00,0
19951106,18006.00,18252.00,17971.00,18037.00,0
19951107,18034.00,18074.00,17936.00,18021.00,0
19951108,17984.00,17984.00,17851.00,17863.00,0
19951109,17877.00,18128.00,17821.00,17821.00,0
19951110,17831.00,17893.00,17737.00,17844.00,0
19951113,17856.00,17891.00,17692.00,17789.00,0
19951114,17829.00,17889.00,17766.00,17803.00,0
19951115,17805.00,17883.00,17655.00,17683.00,0
19951116,17697.00,17942.00,17686.00,17940.00,0
19951117,18008.00,18175.00,17987.00,18151.00,0
19951120,18189.00,18445.00,18189.00,18384.00,0
19951121,18376.00,18460.00,18251.00,18384.00,0
