<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20000609,17004.72,17004.72,16785.77,16861.91,0
20000612,16876.68,17018.64,16791.87,16980.61,0
20000613,16950.93,16950.93,16768.86,16914.95,0
20000614,16920.21,16920.21,16477.98,16654.42,0
20000615,16635.24,16635.24,16334.96,16338.70,0
20000616,16358.71,16480.08,16289.92,16318.31,0
20000619,16382.11,16627.54,16359.96,16591.35,0
20000620,16645.99,16907.55,16645.99,16907.55,0
20000621,16922.25,17212.38,16854.21,17210.08,0
20000622,17228.85,17364.26,17092.44,17106.01,0
20000623,17055.67,17214.47,16899.00,16963.21,0
20000626,16927.27,16975.07,16761.59,16925.40,0
20000627,16969.48,17285.47,16969.48,17279.06,0
20000628,17289.31,17421.07,17230.04,17370.17,0
20000629,17448.35,17511.32,17383.01,17475.90,0
20000630,17482.09,17510.07,17305.81,17411.05,0
20000703,17451.65,17636.67,17451.65,17614.66,0
20000704,17655.57,17661.11,17434.07,17470.15,0
20000705,17473.76,17576.28,17364.70,17435.95,0
20000706,17402.71,17402.71,17154.58,17282.37,0
20000707,17290.46,17483.47,17290.46,17398.24,0
20000710,17421.56,17594.66,17421.56,17572.68,0
20000711,17567.50,17573.69,17436.58,17504.36,0
20000712,17519.04,17541.98,17210.18,17342.13,0
20000713,17348.34,17348.34,17009.65,17036.90,0
20000714,17136.70,17176.20,17019.50,17142.90,0
20000717,17188.98,17476.86,17150.17,17286.83,0
20000718,17261.08,17349.59,16834.02,16945.07,0
20000719,16905.34,17015.47,16703.01,16983.57,0
20000721,17025.66,17098.74,16800.59,16811.49,0
20000724,16767.20,16767.20,16370.50,16547.12,0
20000725,16506.15,16573.59,16341.52,16573.59,0
20000726,16553.57,16563.71,16400.22,16502.61,0
20000727,16457.70,16457.70,16027.34,16182.01,0
20000728,16134.19,16134.19,15815.53,15838.57,0
20000731,15821.31,15854.66,15394.71,15727.49,0
20000801,15784.60,16099.67,15773.72,16099.67,0
20000802,16118.80,16211.55,16054.66,16206.19,0
20000803,16185.72,16185.72,15725.98,15814.44,0
20000804,15799.99,15897.25,15557.33,15667.36,0
20000807,15666.81,16039.40,15666.81,16002.71,0
20000808,16044.81,16073.20,15755.22,15820.11,0
20000809,15873.42,16034.60,15778.86,16034.60,0
20000810,16050.87,16053.61,15946.60,15975.65,0
20000811,16008.06,16125.66,15888.56,16117.50,0
20000814,16109.95,16227.35,16055.07,16153.91,0
20000815,16181.50,16309.50,16131.48,16298.29,0
20000816,16300.49,16409.13,16249.94,16356.03,0
20000817,16356.14,16356.14,16079.74,16161.03,0
20000818,16156.64,16280.49,16118.89,16280.49,0
20000821,16249.94,16257.34,15945.92,16040.18,0
20000822,16075.52,16454.74,15985.20,16454.74,0
20000823,16446.47,16544.80,16351.42,16436.65,0
20000824,16433.36,16778.02,16433.36,16670.82,0
20000825,16718.54,16926.22,16603.69,16911.33,0
20000828,16895.55,17209.16,16840.51,17181.12,0
20000829,17165.91,17210.80,17004.01,17141.75,0
20000830,17131.36,17131.36,16895.36,16901.67,0
20000831,16918.03,17056.54,16769.49,16861.26,0
20000901,16915.04,17018.52,16700.36,16739.78,0
20000904,16764.33,16883.31,16661.48,16688.21,0
20000905,16677.79,16712.33,16401.28,16452.27,0
20000906,16433.85,16531.81,16364.95,16399.87,0
20000907,16394.39,16397.10,16243.18,16300.46,0
20000908,16370.23,16540.92,16239.26,16501.55,0
20000911,16467.69,16477.53,16089.00,16130.90,0
20000912,16111.97,16133.19,15885.32,16040.23,0
20000913,16080.57,16306.40,16080.57,16190.52,0
20000914,16208.33,16311.04,16144.11,16213.28,0
20000918,16174.92,16174.92,15965.71,16061.16,0
20000919,16013.33,16124.19,15774.72,16124.19,0
20000920,16146.04,16523.27,16146.04,16458.31,0
20000921,16422.49,16460.49,16290.79,16311.05,0
20000922,16268.94,16270.42,15785.63,15818.25,0
20000925,15850.56,16144.19,15850.56,15992.90,0
20000926,15992.86,16038.07,15905.37,15928.62,0
20000927,15907.19,15907.19,15621.88,15639.95,0
20000928,15642.84,15888.35,15625.87,15626.96,0
20000929,15663.71,15898.07,15663.71,15747.26,0
20001002,15735.71,15902.51,15514.04,15902.51,0
20001003,15905.25,15956.45,15779.54,15912.09,0
20001004,15906.18,16153.67,15808.66,16149.08,0
20001005,16157.20,16192.78,16052.12,16099.26,0
20001006,16084.05,16084.05,15884.65,15994.24,0
20001010,15958.12,15958.12,15792.36,15827.72,0
20001011,15795.15,15795.15,15424.71,15513.57,0
20001012,15491.80,15580.32,15392.74,15550.64,0
20001013,15516.15,15516.15,15101.64,15330.31,0
20001016,15366.81,15688.17,15366.81,15512.32,0
20001017,15526.99,15545.06,15340.22,15340.22,0
20001018,15324.35,15324.35,14832.97,14872.48,0
20001019,14901.11,15027.13,14707.88,14811.08,0
20001020,14842.81,15314.97,14842.81,15198.73,0
20001023,15197.93,15224.81,15035.24,15097.96,0
20001024,15100.08,15229.46,15066.60,15148.19,0
20001025,15108.46,15108.46,14840.47,14840.47,0
20001026,14787.38,14858.43,14577.20,14858.43,0
20001027,14852.79,14989.41,14582.20,14582.20,0
20001030,14607.02,14715.66,14425.22,14464.56,0
20001031,14475.98,14566.05,14333.16,14539.60,0
20001101,14557.45,14888.03,14557.45,14872.39,0
20001102,14857.36,14961.69,14767.96,14837.78,0
20001106,14904.29,15371.44,14887.36,15371.44,0
20001107,15356.94,15422.15,15259.78,15340.33,0
20001108,15256.16,15602.39,15219.11,15399.64,0
20001109,15270.16,15270.16,14997.91,15060.05,0
20001110,14952.18,15015.19,14873.52,14988.54,0
20001113,14824.71,14824.71,14461.16,14664.64,0
20001114,14680.54,14685.02,14549.73,14660.04,0
20001115,14812.39,14958.33,14769.26,14799.14,0
20001116,14852.24,14857.48,14551.66,14587.03,0
20001117,14510.22,14601.17,14420.36,14544.30,0
20001120,14510.39,14577.73,14450.63,14531.65,0
20001121,14413.13,14414.59,14211.03,14408.46,0
20001122,14420.04,14464.00,14172.64,14301.31,0
20001124,14247.31,14430.11,14229.65,14315.35,0
20001127,14422.25,14746.88,14412.43,14720.39,0
20001128,14664.88,14788.41,14573.27,14658.87,0
20001129,14606.36,14606.36,14438.56,14507.64,0
20001130,14449.74,14683.50,14385.16,14648.51,0
20001201,14600.53,14984.37,14596.39,14835.33,0
20001204,14922.67,15067.19,14899.09,14954.73,0
20001205,15068.97,15068.97,14695.05,14695.05,0
20001206,14842.95,15109.64,14842.95,14889.37,0
20001207,14825.62,14834.42,14720.36,14720.36,0
20001208,14663.86,14769.44,14622.83,14696.51,0
20001211,14775.93,15051.34,14775.93,15015.70,0
20001212,15097.29,15270.89,15071.70,15114.64,0
20001213,15086.25,15273.40,14989.85,15168.68,0
20001214,15097.00,15117.69,14883.35,14927.19,0
20001215,14832.39,14832.39,14552.29,14552.29,0
20001218,14462.35,14566.21,14384.60,14483.90,0
20001219,14461.64,14461.64,14132.37,14132.37,0
20001220,14052.62,14082.64,13801.98,13914.43,0
20001221,13768.03,13780.71,13182.51,13423.21,0
20001222,13469.99,13517.23,13338.11,13427.08,0
20001226,13878.52,14019.73,13794.43,14007.85,0
20001227,13935.26,13981.49,13797.74,13981.49,0
20001228,13966.95,13990.27,13866.18,13946.96,0
20001229,13899.49,13966.82,13781.12,13785.69,0
20010104,13898.09,13990.57,13667.68,13691.49,0
20010105,13763.22,13947.06,13725.46,13867.61,0
20010109,13732.85,13732.85,13460.82,13610.51,0
20010110,13593.16,13593.16,13349.15,13432.65,0
20010111,13433.09,13436.61,13123.81,13201.07,0
20010112,13246.20,13451.95,13246.20,13347.74,0
20010115,13450.28,13573.55,13441.52,13506.23,0
20010116,13561.73,13598.20,13442.09,13584.45,0
20010117,13593.83,13688.90,13476.55,13667.63,0
20010118,13734.79,13931.91,13723.21,13873.92,0
20010119,13956.34,14186.62,13947.92,13989.12,0
20010122,14010.07,14039.40,13841.03,14032.42,0
20010123,13966.64,14060.23,13913.10,13984.66,0
20010124,14020.61,14034.11,13857.83,13893.58,0
20010125,13879.83,13879.83,13730.17,13803.38,0
20010126,13726.98,13750.23,13626.05,13696.06,0
20010129,13724.26,13908.40,13721.86,13845.28,0
20010130,13885.27,13910.71,13713.55,13826.65,0
20010131,13855.74,13855.74,13726.51,13843.55,0
20010201,13740.92,13779.55,13667.93,13779.55,0
20010202,13764.69,13862.29,13703.63,13703.63,0
20010205,13588.64,13588.64,13367.91,13385.52,0
20010206,13316.25,13379.44,13240.37,13269.85,0
20010207,13273.93,13373.78,13268.61,13366.01,0
20010208,13336.34,13336.34,12966.83,13138.23,0
20010209,13140.61,13460.39,13135.02,13422.83,0
20010213,13431.72,13461.11,13247.95,13274.70,0
20010214,13179.27,13405.52,13119.34,13284.06,0
20010215,13273.91,13416.55,13273.67,13327.39,0
20010216,13348.72,13349.08,13166.46,13175.49,0
20010219,13060.20,13137.10,12950.74,13119.59,0
20010220,13092.36,13248.36,13073.24,13248.36,0
20010221,13181.50,13185.23,13084.55,13100.08,0
20010222,13041.72,13125.34,12861.33,13073.36,0
20010223,13054.46,13272.81,13048.54,13246.00,0
20010226,13255.29,13315.86,13170.99,13201.14,0
20010227,13232.86,13262.22,13041.33,13059.86,0
20010228,12987.50,13040.31,12784.17,12883.54,0
20010301,12811.52,12844.35,12528.50,12681.66,0
20010302,12594.46,12594.46,12261.80,12261.80,0
20010305,12285.46,12389.09,12133.90,12322.16,0
20010306,12402.89,12687.74,12351.14,12687.74,0
20010307,12748.56,12824.19,12539.75,12723.89,0
20010308,12694.22,12756.97,12584.10,12650.56,0
20010309,12549.19,12667.21,12500.51,12627.90,0
20010312,12509.67,12509.67,12171.37,12171.37,0
20010313,12044.78,12044.78,11710.33,11819.70,0
20010314,11912.61,12004.38,11793.27,11843.59,0
20010315,11685.64,12152.83,11433.88,12152.83,0
20010316,12169.65,12374.45,12071.49,12232.98,0
20010319,12183.98,12544.68,12143.67,12190.97,0
20010321,12184.32,13103.94,12100.97,13103.94,0
20010322,12982.53,13237.33,12853.97,12853.97,0
20010323,12866.02,13242.72,12866.02,13214.54,0
20010326,13309.72,13862.31,13296.98,13862.31,0
20010327,13766.90,13829.47,13536.53,13638.33,0
20010328,13726.48,13867.58,13567.71,13765.51,0
20010329,13620.07,13620.07,13072.36,13072.36,0
20010330,13203.00,13457.90,12992.45,12999.70,0
20010402,13057.65,13089.47,12781.34,12937.86,0
20010403,12970.67,13357.96,12970.67,13124.47,0
20010404,13043.18,13242.78,12874.76,13242.78,0
20010405,13344.20,13555.46,13323.16,13381.38,0
20010406,13517.70,13674.58,13284.79,13383.76,0
20010409,13304.36,13304.36,12841.76,12841.76,0
20010410,12847.89,12893.85,12579.56,12620.27,0
20010411,12784.64,13208.65,12724.47,13174.93,0
20010412,13205.06,13452.60,13126.21,13352.44,0
20010413,13454.87,13578.64,13291.20,13385.72,0
20010416,13338.92,13451.02,13217.64,13254.89,0
20010417,13179.33,13203.61,13019.60,13067.09,0
20010418,13170.09,13705.86,13170.09,13641.79,0
20010419,13789.47,14099.49,13789.47,13868.28,0
20010420,13855.03,13999.58,13686.66,13765.67,0
20010423,13837.19,14051.97,13639.11,13715.60,0
20010424,13628.10,13762.95,13403.27,13743.18,0
20010425,13799.29,13920.67,13769.58,13827.50,0
20010426,13968.93,14084.55,13957.63,13973.03,0
20010427,14036.26,14065.48,13795.05,13934.32,0
20010501,14096.32,14425.46,14096.32,14425.46,0
20010502,14441.39,14444.84,14296.54,14421.64,0
20010507,14384.14,14556.11,14184.85,14529.41,0
20010508,14420.17,14420.17,14227.37,14289.05,0
20010509,14235.30,14235.30,13957.81,14084.85,0
20010510,14035.50,14197.09,14015.70,14017.79,0
20010511,14055.09,14178.32,14043.92,14043.92,0
20010514,14041.79,14041.79,13828.70,13873.02,0
20010515,13829.30,14103.06,13806.05,14054.03,0
20010516,14050.63,14050.63,13694.27,13694.27,0
20010517,13845.49,13975.12,13725.25,13910.67,0
20010518,13931.62,14067.73,13877.77,13877.77,0
20010521,13938.78,14214.21,13938.78,14176.83,0
20010522,14271.70,14345.42,14091.19,14091.19,0
20010523,14012.19,14205.09,13990.32,14067.70,0
20010524,13914.32,13941.44,13801.46,13895.79,0
20010525,13869.53,13958.35,13758.66,13765.92,0
20010528,13732.10,13820.42,13701.83,13737.77,0
20010529,13697.61,13836.40,13697.61,13773.89,0
20010530,13680.77,13680.77,13468.73,13493.35,0
20010531,13394.75,13419.94,13216.57,13262.14,0
20010601,13365.08,13394.40,13244.90,13261.84,0
20010604,13294.21,13312.35,13213.65,13312.35,0
20010605,13232.52,13256.40,12984.07,13182.00,0
20010606,13289.59,13313.14,13127.62,13174.84,0
20010607,13122.58,13300.50,13050.17,13277.51,0
20010608,13324.25,13510.70,13320.37,13430.22,0
20010611,13413.10,13447.39,13224.99,13226.48,0
20010612,13111.64,13164.19,12840.10,12840.10,0
20010613,12883.51,12970.12,12803.42,12823.45,0
20010614,12826.18,12935.07,12804.03,12846.66,0
20010615,12722.38,12797.87,12578.78,12790.38,0
20010618,12766.38,12787.23,12656.58,12697.79,0
20010619,12734.13,12912.92,12511.66,12574.26,0
20010620,12575.35,12762.09,12512.13,12674.64,0
20010621,12776.76,13005.46,12727.55,12962.43,0
